study_doi;study_author_1;study_year;study_journal;virus_family;virus;strain;material;medium;medium_group;medium_include;medium_volume;medium_container;sealed;virus_concentration_initial;temperature_raw;temperature;humidity_raw;humidity;time;value;value_raw;error_low;error_up;estimate;error;sample_size;unit;LOD;titration_unit;comment_data;source;comment_study
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;47-53;50;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;47-53;50;168;-2.09;-2.09;-3.05;-1.13;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;47-53;50;336;-2.348;-2.348;-3.12;-1.576;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;47-53;50;504;-3.378;-3.378;-4.221;-2.535;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;47-53;50;672;-1.388;-1.388;-1.95;-0.826;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;Unspecified cell culture medium;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;24;-1.249;-1.249;-2.855;0.357;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;48;-2.036;-2.036;-2.563;-1.509;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;72;-2.368;-2.368;-3.279;-1.457;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;96;-2.364;-2.364;-3.251;-1.477;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;120;<LOD;-3.103;NA;NA;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;24;-0.746;-0.746;-1.489;-0.003;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;48;-2.42;-2.42;-3.355;-1.485;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;47-53;50;72;-2.296;-2.296;-3.974;-0.618;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;2;-1.256;-1.256;-2.112;-0.4;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;4;-2.215;-2.215;-2.941;-1.489;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;12;-3.822;-3.822;-3.822;-3.822;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;18;-4.185;-4.185;-4.185;-4.185;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;24;-4.185;-4.185;-4.185;-4.185;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;6;-2.811;-2.811;-3.667;-1.955;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;47-53;50;12;<LOD;-4.652;NA;NA;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;168;-1.847;-1.847;-2.583;-1.111;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;336;-1.871;-1.871;-3.414;-0.328;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;504;-2.417;-2.417;-2.82;-2.014;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;672;-2.512;-2.512;-2.963;-2.061;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;168;-1.824;-1.824;-2.488;-1.16;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;336;-2.583;-2.583;-2.749;-2.417;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;4;4;77-83;80;672;-3.153;-3.153;-4.197;-2.109;mean;95_confidence_intervale;3;log10Nt/N0;Unspecified;MPN;NA;Figure 1;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;Unspecified cell culture medium;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;24;-0.822;-0.822;-0.822;-0.822;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;48;-0.918;-0.918;-1.182;-0.654;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;72;-1.229;-1.229;-1.852;-0.606;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;96;-2.092;-2.092;-2.955;-1.229;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;120;-2.236;-2.236;-2.715;-1.757;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;144;-3.315;-3.315;-4.058;-2.572;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;168;-3.986;-3.986;-4.945;-3.027;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;192;-3.842;-3.842;-5.184;-2.5;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;216;-4.418;-4.418;-4.418;-4.418;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;240;-5.017;-5.017;-5.017;-5.017;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;264;<LOD;-5.017;NA;NA;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;24;0.113;0.113;-1.517;1.743;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;48;-0.438;-0.438;-1.085;0.209;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;72;-0.918;-0.918;-1.134;-0.702;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;96;-0.87;-0.87;-1.23;-0.51;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;120;-0.87;-0.87;-1.469;-0.271;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;144;-1.253;-1.253;-1.756;-0.75;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;168;-1.517;-1.517;-2.284;-0.75;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;192;-1.781;-1.781;-1.973;-1.589;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;216;-1.397;-1.397;-2.26;-0.534;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;240;-2.212;-2.212;-3.267;-1.157;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;288;-2.5;-2.5;-3.027;-1.973;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;20;20;77-83;80;336;-3.195;-3.195;-4.849;-1.541;mean;95_confidence_intervale;3;log10Nt/N0;5 log10MPN/mL;MPN;NA;Figure 2;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;77-83;80;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;77-83;80;2;-0.9;-0.9;-1.251;-0.549;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;77-83;80;4;-1.195;-1.195;-1.195;-1.195;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;MHV;MHV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;77-83;80;6;<LOD;-4.125;NA;NA;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;77-83;80;0;0;0;0;0;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;77-83;80;2;-0.675;-0.675;-0.675;-0.675;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;77-83;80;4;-1.195;-1.195;-1.195;-1.195;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
10.1128/AEM.02291-09;Casanova;2010;Applied and Environmental Microbiology;Coronavirus;TGEV;TGEV_Unspecified;Steel;MEM + 10% FCS + 10% lactalbumin hydrolysat + antibiotics;CCM;TRUE;10;Unspecified;Unspecified;4-5 log10MPN/mL;40;40;77-83;80;6;<LOD;-2.795;NA;NA;mean;95_confidence_intervale;3;log10Nt/N0;4 log10MPN/mL;MPN;NA;Figure 3;NA
